DARACOD;AREA;REPUESTAS;Nota directa;Nota transformada;Aciertos;Errores;Blancos;Dobles;PRUEBA;
163457;1;DAAAEACAACDECBBAACACADCCAAEAEBAAEAAAAEDEDAAAADDABAAAABDCACAEEAEDACBABEAAEABEBCDCCCBAADCAADBBADECDCBD;181,17000;0,00000;31;69;0;0;DAAAEACAACDECBBAACACADCCAAEAEBAAEAAAAEDEDAAAADDABAAAABDCACAEEAEDACBABEAAEABEBCDCCCBAADCAADBBADECDCBD;
163456;1;EAADDDADACDCCEBBACAACDCDAEBEDDCCAABEBEEBDDBDEADABDCCABBCBCCEEDEAADDDDBBEECAAAAECBCCBDEADCDEBDAECDBAC;296,50000;0,00000;50;50;0;0;EAADDDADACDCCEBBACAACDCDAEBEDDCCAABEBEEBDDBDEADABDCCABBCBCCEEDEAADDDDBBEECAAAAECBCCBDEADCDEBDAECDBAC;
163455;1;AADBDDAAA ECEBBBACCEABCACABEBDBBBBCEBEBBBBBACBBEBCEEABBCBCBBBBBABCACEEEEECCEBABCBCCBBEABCDEBDCACBBAE;278,36000;0,00000;47;52;1;0;AADBDDAAA.ECEBBBACCEABCACABEBDBBBBCEBEBBBBBACBBEBCEEABBCBCBBBBBABCACEEEEECCEBABCBCCBBEABCDEBDCACBBAE;
168258;1;DBCADEEAEDEEADEDBCAEBDCDDEBEADECCAEBCEB   CDADBEBDCBEBCCACEEBBADCACBEDBEEDEEBBECBCDEAEDCADBEEDBCEBAE;151,03000;0,00000;26;71;3;0;DBCADEEAEDEEADEDBCAEBDCDDEBEADECCAEBCEB...CDADBEBDCBEBCCACEEBBADCACBEDBEEDEEBBECBCDEAEDCADBEEDBCEBAE;
163453;1;EABACDECACDDCEBAADDEEEACEACECEDADDDDCEEBDCDDEACABECEABDEBCADCCDBDDDDDDDDECEBACECBCCBBDADCDEBDBECBBCC;284,36000;0,00000;48;52;0;0;EABACDECACDDCEBAADDEEEACEACECEDADDDDCEEBDCDDEACABECEABDEBCADCCDBDDDDDDDDECEBACECBCCBBDADCDEBDBECBBCC;
163452;1;EAAEBCCCCCEEDEADAC E   A C E A  DABEAA   CA EEAEADCAABDBABDECBBC        CCDEECEACCCBBDACCDABDEECDCBB;206,92000;0,00000;35;44;21;0;EAAEBCCCCCEEDEADAC.E...A.C.E.A..DABEAA...CA.EEAEADCAABDBABDECBBC........CCDEECEACCCBBDACCDABDEECDCBB;
163550;1;ABBBBBBAEBDECEBDACEAAABAAAEEDAEDEADECEBEBAEDACABBDDAABBCBBACCABDBAEBDDADEDCCCEDCDBEBCEBEDDAEDEDCBCDA;199,38000;0,00000;34;66;0;0;ABBBBBBAEBDECEBDACEAAABAAAEEDAEDEADECEBEBAEDACABBDDAABBCBBACCABDBAEBDDADEDCCCEDCDBEBCEBEDDAEDEDCBCDA;
163549;1;EABADCECAACCCEABABDBABCBB    E     E E     DEACABEEEABDEECACBCD  E C   EECEEACBAAEC BDADCDBEDBECDCCD;188,78000;0,00000;32;46;22;0;EABADCECAACCCEABABDBABCBB....E.....E.E.....DEACABEEEABDEECACBCD..E.C...EECEEACBAAEC.BDADCDBEDBECDCCD;
163548;1;CACDEDCADADCBDDCAE BDCBDCAEECEADBAEBDECABCEBADBDCDBAABDEECBBD ECEACDBDACDCCCBADCBCDEACAECEDBADACCBDB;199,52000;0,00000;34;64;2;0;CACDEDCADADCBDDCAE.BDCBDCAEECEADBAEBDECABCEBADBDCDBAABDEECBBD.ECEACDBDACDCCCBADCBCDEACAECEDBADACCBDB;
163540;1;EAB  EDBECDACBDBABEE D A A EBEC  A D E  E   EEBB DCEABDCB   CCB        BDC  ABECBCCB DADCDDBDCACBBC ;274,39000;0,00000;46;23;31;0;EAB..EDBECDACBDBABEE.D.A.A.EBEC..A.D.E..E...EEBB.DCEABDCB...CCB........BDC..ABECBCCB.DADCDDBDCACBBC.;
163547;1;EAAACECCAADCCABBACBEADEACACEBECACABDAEDBDBDBBADDEECAAECCEBEBBEDACDCCEBDBCCAAEDECBCABDEAABDDBCADCBBDC;284,36000;0,00000;48;52;0;0;EAAACECCAADCCABBACBEADEACACEBECACABDAEDBDBDBBADDEECAAECCEBEBBEDACDCCEBDBCCAAEDECBCABDEAABDDBCADCBBDC;
163546;1;EBACDABCEBCDBCDCDAAE               C E     ACEBCED DABDCAC    ED    E   DBDEBCDCADB BECDBDDBADACDCAD;122,85000;0,00000;21;45;34;0;EBACDABCEBCDBCDCDAAE...............C.E.....ACEBCED.DABDCAC....ED....E...DBDEBCDCADB.BECDBDDBADACDCAD;
168252;1;AABADCBCEDADBBCCADCEEBDCCA ECCB  A  AE  CCD AA E DB ACDCABDE E A   DB   DBDEDEBBDCCBABEDCDCEAAECBCBC;158,22000;0,00000;27;54;19;0;AABADCBCEDADBBCCADCEEBDCCA.ECCB..A..AE..CCD.AA.E.DB.ACDCABDE.E.A...DB...DBDEDEBBDCCBABEDCDCEAAECBCBC;
163528;1;ABCBCEBCCADEBAACDDBE AABAACDAAC DABCEEECBBBAAABCBCCAABDCCBDCECBDADCCEACAEDEADDDEADBEDEAECDDEDBBCBBBC;163,10000;0,00000;28;70;2;0;ABCBCEBCCADEBAACDDBE.AABAACDAAC.DABCEEECBBBAAABCBCCAABDCCBDCECBDADCCEACAEDEADDDEADBEDEAECDDEDBBCBBBC;
163545;1;DDBAADDCEEDDCBBBCEBEADA CEAECECBBA CAE  BDBDEBBEEDCDABCCBACBECEEDCA EEEEACAEDBDAACCBADAACDABDAECBCAA;224,01000;0,00000;38;57;5;0;DDBAADDCEEDDCBBBCEBEADA.CEAECECBBA.CAE..BDBDEBBEEDCDABCCBACBECEEDCA.EEEEACAEDBDAACCBADAACDABDAECBCAA;
168250;1;AAABCAADADDCCBDCACDEBAEEEEAEADADEECCCEECACEBAACCDBBAABDEBDDCEDBBCBCBEEDEADEECBBADABDDCBCADDEAAECBBBD;150,82000;0,00000;26;74;0;0;AAABCAADADDCCBDCACDEBAEEEEAEADADEECCCEECACEBAACCDBBAABDEBDDCEDBBCBCBEEDEADEECBBADABDDCBCADDEAAECBBBD;
168246;1;EABDAAABCDACBCBDABCECDAEEEEEBDACEABCAEBCABADEBBDBECCAADCACBCEABAAECCEDAACCBEABCCDCECACCCBDABCCACDBAB;199,38000;0,00000;34;66;0;0;EABDAAABCDACBCBDABCECDAEEEEEBDACEABCAEBCABADEBBDBECCAADCACBCEABAAECCEDAACCBEABCCDCECACCCBDABCCACDBAB;
163544;1;CBACDECCCADACABCACDEA CDCDAEABCADCBBCACAACCDEEEEEDEEABCEECCCACECAADCAEADDEEBEADABCDCAAADCDABDABCBBBB;193,38000;0,00000;33;66;1;0;CBACDECCCADACABCACDEA.CDCDAEABCADCBBCACAACCDEEEEEDEEABCEECCCACECAADCAEADDEEBEADABCDCAAADCDABDABCBBBB;
163543;1;EBEECBECCABCBE BACCEACBA     EABC  ECEC     CBBECBCDABBCABD   EBBDACE D AEEEDAEECCBACDCDCD BDAECBECD;194,64000;0,00000;33;48;19;0;EBEECBECCABCBE.BACCEACBA.....EABC..ECEC.....CBBECBCDABBCABD...EBBDACE.D.AEEEDAEECCBACDCDCD.BDAECBECD;
163542;1;EDDDDCDEAAACCEBAACDEBBBAECAEBECAEAAEEEEEBDDCEABEEECBABCCBCEEEBBCCBABDDCBCDDEEDEDBBEAEDADCDBBDAECBEAB;241,87000;0,00000;41;59;0;0;EDDDDCDEAAACCEBAACDEBBBAECAEBECAEAAEEEEEBDDCEABEEECBABCCBCEEEBBCCBABDDCBCDDEEDEDBBEAEDADCDBBDAECBEAB;
168254;1;DAAEAABACBDACDBCCDCAECBEEDCBBBAAAAABABDCADBBABBECECBADCCEECCBABEAABBDAACACEEEEBCBBEDAEADADDACAECBABA;199,38000;0,00000;34;66;0;0;DAAEAABACBDACDBCCDCAECBEEDCBBBAAAAABABDCADBBABBECECBADCCEECCBABEAABBDAACACEEEEBCBBEDAEADADDACAECBABA;
163539;1;EABDBECDCCDACBBCACAEACAACACEBEEBDABEDEE DA AEEBEEDCAABDCACADAEEC  ADE   DCDD E CBCCBBEACCDCEDCECCEDD;327,48000;0,00000;55;36;9;0;EABDBECDCCDACBBCACAEACAACACEBEEBDABEDEE.DA.AEEBEEDCAABDCACADAEEC..ADE...DCDD.E.CBCCBBEACCDCEDCECCEDD;
163538;1;DACEACCCABDEABDAACEDCACDDECEAEC EABACDBC  CAABADDDCDBBDCBDBDEABC ACCE DCADEEACBAACCBCDABCDEBDEECDCBA;224,01000;0,00000;38;57;5;0;DACEACCCABDEABDAACEDCACDDECEAEC.EABACDBC..CAABADDDCDBBDCBDBDEABC.ACCE.DCADEEACBAACCBCDABCDEBDEECDCBA;
163537;1;EABACE AAADCBDB CBAE D E B E  CAE   ADE    DEB DDCCAABDDBC CEABDBCA B DEDC  ADECBCCBCDAACDDBDCECBCDC;237,27000;0,00000;40;39;21;0;EABACE.AAADCBDB.CBAE.D.E.B.E..CAE...ADE....DEB.DDCCAABDDBC.CEABDBCA.B.DEDC..ADECBCCBCDAACDDBDCECBCDC;
163536;1;EABCCDBAEEADCBBBADAA  A CAAECE ECABEAEBC E CEDBEBECCAADCACBBCDCB ABBED  CDDBBCBCBCCECADAADDBCCBCDBAB;200,01000;0,00000;34;57;9;0;EABCCDBAEEADCBBBADAA..A.CAAECE.ECABEAEBC.E.CEDBEBECCAADCACBBCDCB.ABBED..CDDBBCBCBCCECADAADDBCCBCDBAB;
168253;1;AAAADC BAADACEBBCACEADEACBCEAECBCABEBEDBACBDAABBBDCEABBCBCBAEDBBBDECECDBECECEBCCBCCCEAABCDDBDCECECBB;308,71000;0,00000;52;47;1;0;AAAADC.BAADACEBBCACEADEACBCEAECBCABEBEDBACBDAABBBDCEABBCBCBAEDBBBDECECDBECECEBCCBCCCEAABCDDBDCECECBB;
168248;3;ABDBBBBDEACECDDCCCEEACCADBCEDEBBCDBEEEEBBACBBBCAECCDABCBDBBCACADBAADAAAEBCDBEEDDDDAEEAAAEBBBBBBBCAAC;193,31000;0,00000;33;67;0;0;ABDBBBBDEACECDDCCCEEACCADBCEDEBBCDBEEEEBBACBBBCAECCDABCBDBBCACADBAADAAAEBCDBEEDDDDAEEAAAEBBBBBBBCAAC;
163541;3;EDBAADAEECDECEBAACCEABBACEEECECEDABADEEABBDDEBBEAEECBDABCCCEAEACABCDDECEBCDBEECCADCCAAEEDCECDBCCDBAA;241,87000;0,00000;41;59;0;0;EDBAADAEECDECEBAACCEABBACEEECECEDABADEEABBDDEBBEAEECBDABCCCEAEACABCDDECEBCDBEECCADCCAAEEDCECDBCCDBAA;
168249;3;EAAD C  CCD CADDABDEA  A BCEBE   A B E     E    ECDCCAABCBEACEADBDADADCEBBCADACCE BBB EE  E CB  DE  ;335,02000;0,00000;56;14;30;0;EAAD.C..CCD.CADDABDEA..A.BCEBE...A.B.E.....E....ECDCCAABCBEACEADBDADADCEBBCADACCE.BBB.EE..E.CB..DE..;
163525;3;CDACAEBACEDACBDBACBEABBADACEAECDCABCBEEBBA EACCCEDDBCAABCACAEEADBDAEDBCDBEBAEBCCEBBEBCEEADEADBEADEAD;302,64000;0,00000;51;48;1;0;CDACAEBACEDACBDBACBEABBADACEAECDCABCBEEBBA.EACCCEDDBCAABCACAEEADBDAEDBCDBEBAEBCCEBBEBCEEADEADBEADEAD;
163526;3;EDBADC CACDACCBC C E     C EBC DC  BBE AB DEDEC ACBDBCABECDCAEADBDDDADCEAECCEBCCEDBBBABBE BEDBCADADC;249,06000;0,00000;42;42;16;0;EDBADC.CACDACCBC.C.E.....C.EBC.DC..BBE.AB.DEDEC.ACBDBCABECDCAEADBDDDADCEAECCEBCCEDBBBABBE.BEDBCADADC;
163527;3;EBABEBACBBEBCBDBACBEEAADCEEEBCB DACEDEEABA AEBCDCEDCAA BCECBBEACBBCBADEEEAABCAACAADEBCECA EB C EBBDE;175,52000;0,00000;30;64;6;0;EBABEBACBBEBCBDBACBEEAADCEEEBCB.DACEDEEABA.AEBCDCEDCAA.BCECBBEACBBCBADEEEAABCAACAADEBCECA.EB.C.EBBDE;
163529;3;EEBECCCACADDCEDCACCEBDBA DABAECDDABEC?CDCAAEDAADCADBCEABEBEABAACBDDCDDCEBECAEAACABCDBCDEBDBECBCBBEAB;260,22000;0,00000;44;54;1;1;EEBECCCACADDCEDCACCEBDBA.DABAECDDABEC?CDCAAEDAADCADBCEABEBEABAACBDDCDDCEBECAEAACABCDBCDEBDBECBCBBEAB;
163530;3;EDBAABCA  AEAB DCD         D     A          B   A   B AACBEAAEACDA DD CAB EBA CBA  BACEB A      D B ;111,76000;0,00000;19;32;49;0;EDBAABCA..AEAB.DCD.........D.....A..........B...A...B.AACBEAAEACDA.DD.CAB.EBA.CBA..BACEB.A......D.B.;
163531;3;DAAAADBAAADECEBDACAEAAADCAAEDEAAAAAAAEBAAADEBBBAAAECCEABCCEADE CBDCEDDCEEEADDADCEDBBAAAECDBABBDCBAAA;254,08000;0,00000;43;56;1;0;DAAAADBAAADECEBDACAEAAADCAAEDEAAAAAAAEBAAADEBBBAAAECCEABCCEADE.CBDCEDDCEEEADDADCEDBBAAAECDBABBDCBAAA;
163532;3; AC    CAB  CEB AB       A E E       E              A  B      A DD AD CE     E    DB             E  ;95,23000;0,00000;16;11;73;0;.AC....CAB..CEB.AB.......A.E.E.......E..............A..B......A.DD.AD.CE.....E....DB.............E..;
163533;3;ACABDBCDBCDEABADDAEBBCABEBDBBDEBEABDBECDCADABBECAAAADBABEEB ACBABBDADBBEACCCADCCAECEADECCACBC ?B C B;108,68000;0,00000;19;76;4;1;ACABDBCDBCDEABADDAEBBCABEBDBBDEBEABDBECDCADABBECAAAADBABEEB.ACBABBDADBBEACCCADCCAECEADECCACBC.?B.C.B;
163534;3;EABBCBCCDCDCBBDBCCCDDDDDDDCBDECEEADBCE    CEBBC DDDDBEDBDBAEBEADBBDDDEEEBAAAEACACABBBCEEC B B  CBEEB;242,50000;0,00000;41;50;9;0;EABBCBCCDCDCBBDBCCCDDDDDDDCBDECEEADBCE....CEBBC.DDDDBEDBDBAEBEADBBDDDEEEBAAAEACACABBBCEEC.B.B..CBEEB;
163535;3;EAADCCECDCADCDDCADDE         C   A E   A    ABBDACEECAABDBBCBBACBABCDBCBCAEBBDCBDBDBECEECBBBDBDBEEAE;152,22000;0,00000;26;54;20;0;EAADCCECDCADCDDCADDE.........C...A.E...A....ABBDACEECAABDBBCBBACBABCDBCBCAEBBDCBDBDBECEECBBBDBDBEEAE;
163516;3;ABACBCAAAABEBCBCAACEACADBBBEACCBCABBBBCACCBBBBCBCCCBBACBABBBBEBCBBBCCCCACCDBBAABABEBDCBEBBBCDCABBECB;132,61000;0,00000;23;77;0;0;ABACBCAAAABEBCBCAACEACADBBBEACCBCABBBBCACCBBBBCBCCCBBACBABBBBEBCBBBCCCCACCDBBAABABEBDCBEBBBCDCABBECB;
163517;3;AAAEBECCADBCBEBDBABEAADABECCBCCEEADEAAEECBCEBBEEBADDCABBCBABAEDCBAADBACDDEDDEABEEECEECEEEEBACABEDECA;193,31000;0,00000;33;67;0;0;AAAEBECCADBCBEBDBABEAADABECCBCCEEADEAAEECBCEBBEEBADDCABBCBABAEDCBAADBACDDEDDEABEEECEECEEEEBACABEDECA;
163515;3;EBCADDBCCC  CEBBACCE DAEACCEBEBAECBECEEACDDEDCC ECEDCAABCACDDEADB BDDCCEBEEDEAAC DBBBC EDCBDCB  DCCB;260,71000;0,00000;44;47;9;0;EBCADDBCCC..CEBBACCE.DAEACCEBEBAECBECEEACDDEDCC.ECEDCAABCACDDEADB.BDDCCEBEEDEAAC.DBBBC.EDCBDCB..DCCB;
163518;3;EADAED DADDDBBB CCA    ABBEEBECBBA ECE AEBAEDBBDBCDCACABEBEECEADBDADDECEBAC EECCEACBBCBAAEBD CCCAACB;266,85000;0,00000;45;45;10;0;EADAED.DADDDBBB.CCA....ABBEEBECBBA.ECE.AEBAEDBBDBCDCACABEBEECEADBDADDECEBAC.EECCEACBBCBAAEBD.CCCAACB;
163514;3;ABB E EBABAEEEBBDD E      CECDDB BE EE ECBD A   AAE CAAAE ACDECCBBADDBCE  B  AA   AEAD     B   DBAAB;92,43000;0,00000;16;51;33;0;ABB.E.EBABAEEEBBDD.E......CECDDB.BE.EE.ECBD.A...AAE.CAAAE.ACDECCBBADDBCE..B..AA...AEAD.....B...DBAAB;
163519;3;CDCDBADAAAAADCADACDAADAC CCEBBBACA EBEEDCADAAAEAEAEECEABCBCEDEACBEBCEDCEABDAEEDCBADBBCEEAABCDCECEAAD;223,80000;0,00000;38;60;2;0;CDCDBADAAAAADCADACDAADAC.CCEBBBACA.EBEEDCADAAAEAEAEECEABCBCEDEACBEBCEDCEABDAEEDCBADBBCEEAABCDCECEAAD;
163513;3;EACCBDBADAAACBBAABBEADCDCADECCBCDABBAECBDADCABCAADCCAEABCBCBAEADEDBDBBEEBDDCEBDCBCEBBEADCCBDBCBDDECD;217,59000;0,00000;37;63;0;0;EACCBDBADAAACBBAABBEADCDCADECCBCDABBAECBDADCABCAADCCAEABCBCBAEADEDBDBBEEBDDCEBDCBCEBBEADCCBDBCBDDECD;
163520;3;DABDBBBAEBAABEBAECCEBBADBACACBCEBABBDECEBDEEACCCECCCCCABCBAACEADBBBDDECEBEDDACCCCADAABDAAACDDCCCEACB;247,94000;0,00000;42;58;0;0;DABDBBBAEBAABEBAECCEBBADBACACBCEBABBDECEBDEEACCCECCCCCABCBAACEADBBBDDECEBEDDACCCCADAABDAAACDDCCCEACB;
163512;3;DAAABDCEACCACCBBADAEAAACAEEEB AAAAABCEEC?BAADBBEAEDDBABBCCAACEACBCDEADCEEBEAEACCAABBECEEACBECBADBEBB;229,87000;0,00000;39;59;1;1;DAAABDCEACCACCBBADAEAAACAEEEB.AAAAABCEEC?BAADBBEAEDDBABBCCAACEACBCDEADCEEBEAEACCAABBECEEACBECBADBEBB;
163521;3;ABCDDCDCAADECEEAACCEC CDCECEBEBEDABECEEBADDEBBCABEEDBEBBABCDDEADBBAEECCBEABAEADBEDDBECEEABCBCDDCEEAE;211,59000;0,00000;36;63;1;0;ABCDDCDCAADECEEAACCEC.CDCECEBEBEDABECEEBADDEBBCABEEDBEBBABCDDEADBBAEECCBEABAEADBEDDBECEEABCBCDDCEEAE;
163511;3;EBDDCEBDEDDBCBDBACDBBBBBBBBEBBCABBBEBEBBBABEBBCBDEEBCEABCBCAAEACBDCCABEEBBCAEACCEDBBBAEEBEBA B ADBBB;296,64000;0,00000;50;48;2;0;EBDDCEBDEDDBCBDBACDBBBBBBBBEBBCABBBEBEBBBABEBBCBDEEBCEABCBCAAEACBDCCABEEBBCAEACCEDBBBAEEBEBA.B.ADBBB;
163522;3;CABEACDCAECEDECBADBADABCBECEDDCBECEEEEBABEAEBAEEACEEBABBEBABAEAEBDACEECEBEADEECEDADBDBECAEDADBADCEAA;193,31000;0,00000;33;67;0;0;CABEACDCAECEDECBADBADABCBECEDDCBECEEEEBABEAEBAEEACEEBABBEBABAEAEBDACEECEBEADEECEDADBDBECAEDADBADCEAA;
163510;3;EABAABCCDADECBBDABDEAECDDDAEEEEBDBCECEED DAABBCCECEBCEABCBEDDEADBDADACCEBACABEACAEDEBAEAABDDDBBDAABD;248,01000;0,00000;42;57;1;0;EABAABCCDADECBBDABDEAECDDDAEEEEBDBCECEED.DAABBCCECEBCEABCBEDDEADBDADACCEBACABEACAEDEBAEAABDDDBBDAABD;
163507;3;EADACCEDAABBCBBDADCEADCDAACBEECADABEBEDD DBCCEBAECEACEABCBCBAEADADAEAABBCBDCAECCEABBEDEEAE ACB ADECD;260,29000;0,00000;44;53;3;0;EADACCEDAABBCBBDADCEADCDAACBEECADABEBEDD.DBCCEBAECEACEABCBCBAEADADAEAABBCBDCAECCEABBEDEEAE.ACB.ADECD;
163506;3;EBBADAECAADCCECBCBAEBDABCAAEAECEBABECEEBCBCEBBABACDDCAABCBBDAEACBDCDEECBEBCAAD CBBDBECEECEBCDBBABECC;278,36000;0,00000;47;52;1;0;EBBADAECAADCCECBCBAEBDABCAAEAECEBABECEEBCBCEBBABACDDCAABCBBDAEACBDCDEECBEBCAAD.CBBDBECEECEBCDBBABECC;
163505;3;CBDCAAEDCEBEDABCAC     AECCEBC E   CCD AD AEEAEDCEDEBAABEEBDAAADBBCEDCEEAACBCEDCABAAEDACD BBDC BDEBE;133,52000;0,00000;23;64;13;0;CBDCAAEDCEBEDABCAC.....AECCEBC.E...CCD.AD.AEEAEDCEDEBAABEEBDAAADBBCEDCEEAACBCEDCABAAEDACD.BBDC.BDEBE;
163504;3;EACBDCBCEBAACBBBABDEADEEDABACECDCECEEECBDBAEABCAACCCBEABCBCBAEADEBBDABEEACDBEACCBADBAEDBCCBBBCDEDBCC;223,66000;0,00000;38;62;0;0;EACBDCBCEBAACBBBABDEADEEDABACECDCECEEECBDBAEABCAACCCBEABCBCBAEADEBBDABEEACDBEACCBADBAEDBCCBBBCDEDBCC;
163503;3;EAC  C AA DECBBBAD     DE  E   E C BC E    EEBBACCDDBAABEC ACEACBDBCDCC AECADACCEBEBCAAEC  CDBAB ABE;182,99000;0,00000;31;43;26;0;EAC..C.AA.DECBBBAD.....DE..E...E.C.BC.E....EEBBACCDDBAABEC.ACEACBDBCDCC.AECADACCEBEBCAAEC..CDBAB.ABE;
168269;3;EABDEBCCACDCCDBCACAAABEDCACDBCAEBAEEAEBADCDEAAEDACDBCEBBEBCCAEADBBBCDECEBAACBDABBDBBEDADBDBBCBCADEBA;260,08000;0,00000;44;56;0;0;EABDEBCCACDCCDBCACAAABEDCACDBCAEBAEEAEBADCDEAAEDACDBCEBBEBCCAEADBBBCDECEBAACBDABBDBBEDADBDBBCBCADEBA;
168256;3;EABDDECDAADDCEBDCBCEABBAAAEEBEDCBACEBEEAAACEBDCADDDACEABCBCAAEADBDADDCEEBBCADECCBDBBEDEECCCDCBEAAADE;369,34000;0,00000;62;38;0;0;EABDDECDAADDCEBDCBCEABBAAAEEBEDCBACEBEEAAACEBDCADDDACEABCBCAAEADBDADDCEEBBCADECCBDBBEDEECCCDCBEAAADE;
168251;3;AAAABBAAACDECEDBABAEECCDDCABCAACEEBEAEBDDAAEBBBAADDABADBDBAACEADBDBDDDCEBACBEEAAAACDEAEEB EDBBAEBEBB;205,52000;0,00000;35;64;1;0;AAAABBAAACDECEDBABAEECCDDCABCAACEEBEAEBDDAAEBBBAADDABADBDBAACEADBDBDDDCEBACBEEAAAACDEAEEB.EDBBAEBEBB;
163509;3;EADACAEAEACEDEABBCAEDBBCEAAEEEDACBBECECDD BABA DEAABCAABCBABCEACADBDEBCBAEDABABABBEEAADDADDADCCABEBD;175,24000;0,00000;30;68;2;0;EADACAEAEACEDEABBCAEDBBCEAAEEEDACBBECECDD.BABA.DEAABCAABCBABCEACADBDEBCBAEDABABABBEEAADDADDADCCABEBD;
163523;3;EADADBADEBDEDEBAACAEBBBEAAAEEECADEBECECBDBBEAACDECEDCAACCBDEDEACBDCDABCBBCBDCABCADDEEAEECADBDCDEDECB;229,73000;0,00000;39;61;0;0;EADADBADEBDEDEBAACAEBBBEAAAEEECADEBECECBDBBEAACDECEDCAACCBDEDEACBDCDABCBBCBDCABCADDEEAEECADBDCDEDECB;
163524;3;AAABDBCDACDABBDBACBE AACBDCCBECECACD EBE BBEBBEDACEECAABCBCEBEADBABCABACBBCABECCEBCBABEECACCDBBDDEDB;278,50000;0,00000;47;50;3;0;AAABDBCDACDABBDBACBE.AACBDCCBECECACD.EBE.BBEBBEDACEECAABCBCEBEADBABCABACBBCABECCEBCBABEECACCDBBDDEDB;
163508;3;EDBBDDEDDADEBEBCECAADACDCCBADCADEABAEECDEBCBBBEEEAEBCABBCDBBDEBABBBDCCBABEEDCACBBABBAEAECCBDDDECDEDA;156,89000;0,00000;27;73;0;0;EDBBDDEDDADEBEBCECAADACDCCBADCADEABAEECDEBCBBBEEEAEBCABBCDBBDEBABBBDCCBABEEDCACBBABBAEAECCBDDDECDEDA;
168255;3;DACABABCAADECBCBACC   CC C EBA  D BC   A  EEEADDA EBBAABCEBECEACBBBCDCCEBCBDBAAABBDBCABBC CCBBCDAECB;164,01000;0,00000;28;57;15;0;DACABABCAADECBCBACC...CC.C.EBA..D.BC...A..EEEADDA.EBBAABCEBECEACBBBCDCCEBCBDBAAABBDBCABBC.CCBBCDAECB;
163466;2;DDBEECCCDABEACBBADDD A A ACEA CAAEBECECCDECCCCBED BC B  D   BBAEBAEBCBABACABECEDADEBA CCAACCCBBBBABA;145,59000;0,00000;25;63;12;0;DDBEECCCDABEACBBADDD.A.A.ACEA.CAAEBECECCDECCCCBED.BC.B..D...BBAEBAEBCBABACABECEDADEBA.CCAACCCBBBBABA;
163473;2;CAADCECCACDEBEBADCAE EBADB EB BD ABAEEDB B ABBDD BEDBDCBDCACEBADBDDECDCADCABEDADCCEDACECBA CACDEDDCB;193,87000;0,00000;33;59;8;0;CAADCECCACDEBEBADCAE.EBADB.EB.BD.ABAEEDB.B.ABBDD.BEDBDCBDCACEBADBDDECDCADCABEDADCCEDACECBA.CACDEDDCB;
163499;2;EBDDAECDEDD CBBAACEEABCA D E EEEC  E ECBAE ECEA AEBD A AEADCCDDEBDEDCEBBDCBEDDECBCEEA DAB EA D ACABD;176,15000;0,00000;30;55;15;0;EBDDAECDEDD.CBBAACEEABCA.D.E.EEEC..E.ECBAE.ECEA.AEBD.A.AEADCCDDEBDEDCEBBDCBEDDECBCEEA.DAB.EA.D.ACABD;
163418;2;EADBEECAADDACEDAABDEAABACAABAECABAABAEABAAAAACAAAABDAAACAAADAADBAADEAAAAACEBEAACBACACAAAECAAAAACBBAB;272,22000;0,00000;46;54;0;0;EADBEECAADDACEDAABDEAABACAABAECABAABAEABAAAAACAAAABDAAACAAADAADBAADEAAAAACEBEAACBACACAAAECAAAAACBBAB;
163472;2;DABCCBAAAADECEBBACCEABDCAACEBECDDEBECEBDDBDADDDDACACCEBBBDBDACDABCDEBACCCACDEEBDEAECCBACBADABBBBBAAB;150,82000;0,00000;26;74;0;0;DABCCBAAAADECEBBACCEABDCAACEBECDDEBECEBDDBDADDDDACACCEBBBDBDACDABCDEBACCCACDEEBDEAECCBACBADABBBBBAAB;
163480;2;AADAB BAADBECEBCA AECAAAAACEAACADEBCBEBCAEBEEDBCBDBCCCA BACBDDCDBAEEBDBBAEAEEDDDBEEDEAC BCBDAD DDDAE;181,52000;0,00000;31;64;5;0;AADAB.BAADBECEBCA.AECAAAAACEAACADEBCBEBCAEBEEDBCBDBCCCA.BACBDDCDBAEEBDBBAEAEEDDDBEEDEAC.BCBDAD.DDDAE;
163481;2;EAACEEDDEADECBDBACBEADBACACCBECDBAEBCEDBADECCCEECBBDDBEDEEDDDDDDBDDBBDEBDCEBEDEDBDEDBDDBACBDEEBDDDAE;284,36000;0,00000;48;52;0;0;EAACEEDDEADECBDBACBEADBACACCBECDBAEBCEDBADECCCEECBBDDBEDEEDDDDDDBDDBBDEBDCEBEDEDBDEDBDDBACBDEEBDDDAE;
163423;2;EDAEEAEDAACECEBBAACE DEA DBDBAEACEBABCBDEBBDCCADAEBD CABECEABBDDB DBBDA BCABCDDDAECACE DEBDBABBBEABE;145,17000;0,00000;25;69;6;0;EDAEEAEDAACECEBBAACE.DEA.DBDBAEACEBABCBDEBBDCCADAEBD.CABECEABBDDB.DBBDA.BCABCDDDAECACE.DEBDBABBBEABE;
163467;2;EBBCCB AACDECAAACCAEACEA C E CCAB BA E B   E DCE EB   E EABCEDDDBCDEEABA ABEEEBDBBE C  BDACBDEBAEBBA;170,43000;0,00000;29;51;20;0;EBBCCB.AACDECAAACCAEACEA.C.E.CCAB.BA.E.B...E.DCE.EB...E.EABCEDDDBCDEEABA.ABEEEBDBBE.C..BDACBDEBAEBBA;
